FECHA;DÍA_SEMANA;DEMANDA
11/11/19;lunes;2.333.611
12/11/19;martes;2.423.163
13/11/19;miércoles;2.461.431
14/11/19;jueves;2.485.495
15/11/19;viernes;2.533.426
16/11/19;sábado;1.512.416
17/11/19;domingo;1.052.087
18/11/19;lunes;2.371.011
19/11/19;martes;2.423.155
20/11/19;miércoles;2.463.102
21/11/19;jueves;2.474.349
22/11/19;viernes;2.628.025
23/11/19;sábado;1.634.102
24/11/19;domingo;1.143.088
25/11/19;lunes;2.434.244
26/11/19;martes;2.499.461
27/11/19;miércoles;2.549.893
28/11/19;jueves;2.525.087
29/11/19;viernes;2.747.473
30/11/19;sábado;1.735.319
1/12/19;domingo;1.176.141
2/12/19;lunes;2.421.405
3/12/19;martes;2.475.172
4/12/19;miércoles;2.492.372
5/12/19;jueves;2.547.111
6/12/19;viernes;1.463.494
7/12/19;sábado;1.555.254
8/12/19;domingo;1.158.508
9/12/19;lunes;1.135.002
10/12/19;martes;2.446.361
11/12/19;miércoles;2.588.846
12/12/19;jueves;2.541.703
13/12/19;viernes;2.638.288
14/12/19;sábado;1.745.190
15/12/19;domingo;1.225.052
16/12/19;lunes;2.386.442
17/12/19;martes;2.445.275
18/12/19;miércoles;2.502.073
19/12/19;jueves;2.552.635
20/12/19;viernes;2.504.751
21/12/19;sábado;1.581.484
22/12/19;domingo;1.258.924
23/12/19;lunes;1.932.449
24/12/19;martes;1.059.317
25/12/19;miércoles;638.256
26/12/19;jueves;1.884.020
27/12/19;viernes;1.952.367
28/12/19;sábado;1.458.347
29/12/19;domingo;1.193.113
30/12/19;lunes;1.828.989
31/12/19;martes;1.254.479
1/1/20;miércoles;693.282
2/1/20;jueves;1.842.831
3/1/20;viernes;1.930.476
4/1/20;sábado;1.444.111
5/1/20;domingo;1.283.230
6/1/20;lunes;791.622
7/1/20;martes;1.950.881
8/1/20;miércoles;2.240.072
9/1/20;jueves;2.268.143
10/1/20;viernes;2.396.376
11/1/20;sábado;1.428.576
12/1/20;domingo;1.033.727
13/1/20;lunes;2.236.178
14/1/20;martes;2.282.509
15/1/20;miércoles;2.302.557
16/1/20;jueves;2.316.345
17/1/20;viernes;2.436.564
18/1/20;sábado;1.434.791
19/1/20;domingo;1.046.358
20/1/20;lunes;2.276.496
21/1/20;martes;2.312.133
22/1/20;miércoles;2.380.262
23/1/20;jueves;2.413.774
24/1/20;viernes;2.426.240
25/1/20;sábado;1.481.886
26/1/20;domingo;1.181.451
27/1/20;lunes;2.268.655
28/1/20;martes;2.306.357
29/1/20;miércoles;2.376.265
30/1/20;jueves;2.404.570
31/1/20;viernes;2.413.691
1/2/20;sábado;1.512.948
2/2/20;domingo;1.086.730
3/2/20;lunes;2.325.765
4/2/20;martes;2.397.622
5/2/20;miércoles;2.449.372
6/2/20;jueves;2.484.590
7/2/20;viernes;2.520.757
8/2/20;sábado;1.504.007
9/2/20;domingo;1.064.653
10/2/20;lunes;2.328.177
11/2/20;martes;2.400.703
12/2/20;miércoles;2.433.438
13/2/20;jueves;2.452.370
14/2/20;viernes;2.569.768
15/2/20;sábado;1.511.965
16/2/20;domingo;1.146.105
17/2/20;lunes;2.325.478
18/2/20;martes;2.452.586
19/2/20;miércoles;2.434.865
20/2/20;jueves;2.453.014
21/2/20;viernes;2.483.037
22/2/20;sábado;1.482.987
23/2/20;domingo;1.148.320
24/2/20;lunes;2.336.014
25/2/20;martes;2.409.436
26/2/20;miércoles;2.469.863
27/2/20;jueves;2.476.205
28/2/20;viernes;2.327.246
29/2/20;sábado;1.417.094
1/3/20;domingo;1.103.544
2/3/20;lunes;2.094.381
3/3/20;martes;2.328.408
4/3/20;miércoles;2.361.084
5/3/20;jueves;2.364.201
6/3/20;viernes;2.409.175
7/3/20;sábado;1.421.275
8/3/20;domingo;1.082.280
9/3/20;lunes;2.184.494
10/3/20;martes;1.941.318
11/3/20;miércoles;1.493.067
12/3/20;jueves;1.204.811
13/3/20;viernes;891.359
14/3/20;sábado;237.058
15/3/20;domingo;131.999
16/3/20;lunes;340.361
17/3/20;martes;286.759
18/3/20;miércoles;267.941
19/3/20;jueves;255.728
20/3/20;viernes;248.785
21/3/20;sábado;111.275
22/3/20;domingo;82.578
23/3/20;lunes;228.622
24/3/20;martes;213.798
25/3/20;miércoles;209.660
26/3/20;jueves;201.872
27/3/20;viernes;206.521
28/3/20;sábado;103.016
29/3/20;domingo;78.847
30/3/20;lunes;169.388
31/3/20;martes;161.421
1/4/20;miércoles;160.880
2/4/20;jueves;158.811
3/4/20;viernes;164.230
4/4/20;sábado;95.085
5/4/20;domingo;69.491
6/4/20;lunes;160.183
7/4/20;martes;156.955
8/4/20;miércoles;162.846
9/4/20;jueves;87.104
10/4/20;viernes;80.010
11/4/20;sábado;95.096
12/4/20;domingo;71.303
13/4/20;lunes;195.844
14/4/20;martes;201.056
15/4/20;miércoles;201.270
16/4/20;jueves;202.170
17/4/20;viernes;207.031
18/4/20;sábado;106.351
19/4/20;domingo;75.589
20/4/20;lunes;217.483
21/4/20;martes;209.253
22/4/20;miércoles;214.394
23/4/20;jueves;212.726
24/4/20;viernes;220.906
25/4/20;sábado;111.454
26/4/20;domingo;78.917
27/4/20;lunes;235.174
28/4/20;martes;231.307
29/4/20;miércoles;236.134
30/4/20;jueves;246.161
1/5/20;viernes;99.818
2/5/20;sábado;118.289
3/5/20;domingo;96.776
4/5/20;lunes;294.423
5/5/20;martes;293.779
6/5/20;miércoles;300.137
7/5/20;jueves;301.533
8/5/20;viernes;313.005
9/5/20;sábado;165.485
10/5/20;domingo;110.214
11/5/20;lunes;352.601
12/5/20;martes;348.277
13/5/20;miércoles;351.930
14/5/20;jueves;354.360
15/5/20;viernes;182.482
16/5/20;sábado;176.116
17/5/20;domingo;119.260
18/5/20;lunes;394.601
19/5/20;martes;391.805
20/5/20;miércoles;400.835
21/5/20;jueves;402.665
22/5/20;viernes;411.390
23/5/20;sábado;219.025
24/5/20;domingo;145.305
25/5/20;lunes;519.619
26/5/20;martes;517.399
27/5/20;miércoles;533.352
28/5/20;jueves;538.938
29/5/20;viernes;565.236
30/5/20;sábado;373.523
31/5/20;domingo;251.832
1/6/20;lunes;612.571
2/6/20;martes;620.371
3/6/20;miércoles;641.984
4/6/20;jueves;644.203
5/6/20;viernes;678.483
6/6/20;sábado;441.489
7/6/20;domingo;301.483
8/6/20;lunes;728.914
9/6/20;martes;751.619
10/6/20;miércoles;771.785
11/6/20;jueves;787.486
12/6/20;viernes;823.743
13/6/20;sábado;563.690
14/6/20;domingo;408.068
15/6/20;lunes;811.945
16/6/20;martes;837.197
17/6/20;miércoles;855.516
18/6/20;jueves;862.428
19/6/20;viernes;900.805
20/6/20;sábado;610.109
21/6/20;domingo;443.576
22/6/20;lunes;898.423
23/6/20;martes;929.931
24/6/20;miércoles;937.048
25/6/20;jueves;955.173
26/6/20;viernes;951.475
27/6/20;sábado;617.939
28/6/20;domingo;465.387
29/6/20;lunes;942.815
30/6/20;martes;982.369
1/7/20;miércoles;1.003.355
2/7/20;jueves;1.013.228
3/7/20;viernes;1.018.714
4/7/20;sábado;655.653
5/7/20;domingo;490.416
6/7/20;lunes;984.555
7/7/20;martes;1.011.054
8/7/20;miércoles;1.024.164
9/7/20;jueves;1.043.914
10/7/20;viernes;1.013.907
11/7/20;sábado;647.001
12/7/20;domingo;484.300
13/7/20;lunes;981.127
14/7/20;martes;1.009.683
15/7/20;miércoles;1.028.519
16/7/20;jueves;1.008.433
17/7/20;viernes;990.202
18/7/20;sábado;634.668
19/7/20;domingo;478.423
20/7/20;lunes;953.319
21/7/20;martes;966.154
22/7/20;miércoles;988.032
23/7/20;jueves;981.501
24/7/20;viernes;956.879
25/7/20;sábado;607.785
26/7/20;domingo;460.784
27/7/20;lunes;908.291
28/7/20;martes;933.582
29/7/20;miércoles;940.971
30/7/20;jueves;934.075
31/7/20;viernes;913.071
1/8/20;sábado;573.729
2/8/20;domingo;440.904
3/8/20;lunes;813.809
4/8/20;martes;824.245
5/8/20;miércoles;828.097
6/8/20;jueves;816.293
7/8/20;viernes;796.904
8/8/20;sábado;526.574
9/8/20;domingo;409.829
10/8/20;lunes;725.236
11/8/20;martes;703.837
12/8/20;miércoles;764.887
13/8/20;jueves;750.920
14/8/20;viernes;731.726
15/8/20;sábado;466.361
16/8/20;domingo;403.887
17/8/20;lunes;712.130
18/8/20;martes;726.264
19/8/20;miércoles;733.346
20/8/20;jueves;726.383
21/8/20;viernes;720.770
22/8/20;sábado;491.107
23/8/20;domingo;388.660
24/8/20;lunes;732.897
25/8/20;martes;751.971
26/8/20;miércoles;765.876
27/8/20;jueves;767.110
28/8/20;viernes;780.262
29/8/20;sábado;546.000
30/8/20;domingo;438.446
31/8/20;lunes;848.548
1/9/20;martes;944.451
2/9/20;miércoles;981.357
3/9/20;jueves;996.494
4/9/20;viernes;1.000.749
5/9/20;sábado;646.777
6/9/20;domingo;490.685
7/9/20;lunes;1.020.995
8/9/20;martes;1.052.196
9/9/20;miércoles;1.085.516
10/9/20;jueves;1.081.519
11/9/20;viernes;1.096.045
12/9/20;sábado;687.270
13/9/20;domingo;506.331
14/9/20;lunes;1.061.370
15/9/20;martes;1.095.261
16/9/20;miércoles;1.121.690
17/9/20;jueves;1.115.162
18/9/20;viernes;1.108.187
19/9/20;sábado;653.593
20/9/20;domingo;488.594
21/9/20;lunes;1.043.490
22/9/20;martes;1.061.552
23/9/20;miércoles;1.059.493
24/9/20;jueves;1.060.329
25/9/20;viernes;1.093.328
26/9/20;sábado;598.413
27/9/20;domingo;431.210
28/9/20;lunes;1.065.894
29/9/20;martes;1.094.521
30/9/20;miércoles;1.118.808
1/10/20;jueves;1.144.697
2/10/20;viernes;1.155.929
3/10/20;sábado;574.285
4/10/20;domingo;404.142
5/10/20;lunes;1.097.691
6/10/20;martes;1.125.170
7/10/20;miércoles;1.135.683
8/10/20;jueves;1.149.097
9/10/20;viernes;1.163.126
10/10/20;sábado;640.590
11/10/20;domingo;481.157
12/10/20;lunes;472.877
13/10/20;martes;1.149.772
14/10/20;miércoles;1.168.887
15/10/20;jueves;1.174.114
16/10/20;viernes;1.201.871
17/10/20;sábado;670.384
18/10/20;domingo;470.323
19/10/20;lunes;1.142.154
20/10/20;martes;1.156.129
21/10/20;miércoles;1.166.938
22/10/20;jueves;1.184.720
23/10/20;viernes;1.215.652
24/10/20;sábado;695.330
25/10/20;domingo;469.221
26/10/20;lunes;1.155.001
27/10/20;martes;1.177.771
28/10/20;miércoles;1.184.170
29/10/20;jueves;1.200.467
30/10/20;viernes;1.215.265
31/10/20;sábado;724.194
1/11/20;domingo;527.443
2/11/20;lunes;506.067
3/11/20;martes;1.189.133
4/11/20;miércoles;1.207.659
5/11/20;jueves;1.212.456
6/11/20;viernes;1.248.090
7/11/20;sábado;719.227
8/11/20;domingo;554.747
9/11/20;lunes;579.935
10/11/20;martes;1.213.677
11/11/20;miércoles;1.220.615
12/11/20;jueves;1.229.811
13/11/20;viernes;1.280.194
14/11/20;sábado;724.403
15/11/20;domingo;514.818
16/11/20;lunes;1.175.885
17/11/20;martes;1.216.426
18/11/20;miércoles;1.228.046
19/11/20;jueves;1.243.608
20/11/20;viernes;1.298.982
21/11/20;sábado;792.885
22/11/20;domingo;559.652
23/11/20;lunes;1.202.594
24/11/20;martes;1.237.708
25/11/20;miércoles;1.260.478
26/11/20;jueves;1.271.802
27/11/20;viernes;1.366.796
28/11/20;sábado;869.949
29/11/20;domingo;603.246
30/11/20;lunes;1.236.880
1/12/20;martes;1.273.694
2/12/20;miércoles;1.294.837
3/12/20;jueves;1.296.319
4/12/20;viernes;1.344.271
5/12/20;sábado;856.006
6/12/20;domingo;680.234
7/12/20;lunes;694.461
8/12/20;martes;614.932
9/12/20;miércoles;1.283.227
10/12/20;jueves;1.287.808
11/12/20;viernes;1.353.133
12/12/20;sábado;877.645
13/12/20;domingo;609.586
14/12/20;lunes;1.248.999
15/12/20;martes;1.288.953
16/12/20;miércoles;1.297.612
17/12/20;jueves;1.311.970
18/12/20;viernes;1.365.400
19/12/20;sábado;837.751
20/12/20;domingo;649.783
21/12/20;lunes;1.237.376
22/12/20;martes;1.252.561
23/12/20;miércoles;1.115.541
24/12/20;jueves;624.284
25/12/20;viernes;326.374
26/12/20;sábado;691.935
27/12/20;domingo;557.787
28/12/20;lunes;986.776
29/12/20;martes;1.014.723
30/12/20;miércoles;1.024.067
31/12/20;jueves;634.458
1/1/21;viernes;313.191
2/1/21;sábado;671.916
3/1/21;domingo;562.478
4/1/21;lunes;1.012.288
5/1/21;martes;1.001.453
6/1/21;miércoles;434.524
7/1/21;jueves;999.343
8/1/21;viernes;1.126.789
9/1/21;sábado;423.189
10/1/21;domingo;578.572
11/1/21;lunes;1.105.650
12/1/21;martes;1.166.126
13/1/21;miércoles;1.260.145
14/1/21;jueves;1.277.080
15/1/21;viernes;1.357.948
16/1/21;sábado;952.719
17/1/21;domingo;664.230
18/1/21;lunes;1.195.304
19/1/21;martes;1.144.791
20/1/21;miércoles;1.189.847
21/1/21;jueves;1.241.392
22/1/21;viernes;1.248.988
23/1/21;sábado;713.110
24/1/21;domingo;510.411
25/1/21;lunes;1.167.951
26/1/21;martes;1.170.147
27/1/21;miércoles;1.177.497
28/1/21;jueves;1.167.049
29/1/21;viernes;1.203.655
30/1/21;sábado;716.812
31/1/21;domingo;513.534
1/2/21;lunes;1.171.109
2/2/21;martes;1.183.722
3/2/21;miércoles;1.198.254
4/2/21;jueves;1.211.576
5/2/21;viernes;1.259.979
6/2/21;sábado;732.184
7/2/21;domingo;590.302
8/2/21;lunes;1.195.870
9/2/21;martes;1.198.898
10/2/21;miércoles;1.235.415
11/2/21;jueves;1.238.172
12/2/21;viernes;1.282.391
13/2/21;sábado;800.285
14/2/21;domingo;624.127
15/2/21;lunes;1.205.142
16/2/21;martes;1.231.313
17/2/21;miércoles;1.252.500
18/2/21;jueves;1.288.811
19/2/21;viernes;1.224.357
20/2/21;sábado;814.528
21/2/21;domingo;567.170
22/2/21;lunes;1.116.105
23/2/21;martes;1.255.243
24/2/21;miércoles;1.273.649
25/2/21;jueves;1.293.693
26/2/21;viernes;1.349.317
27/2/21;sábado;871.450
28/2/21;domingo;632.654
1/3/21;lunes;1.245.338
2/3/21;martes;1.282.532
3/3/21;miércoles;1.307.805
4/3/21;jueves;1.323.446
5/3/21;viernes;1.386.352
6/3/21;sábado;887.017
7/3/21;domingo;626.481
8/3/21;lunes;1.255.507
9/3/21;martes;1.295.268
10/3/21;miércoles;1.321.207
11/3/21;jueves;1.328.486
12/3/21;viernes;1.395.085
13/3/21;sábado;899.079
14/3/21;domingo;641.733
15/3/21;lunes;1.275.224
16/3/21;martes;1.309.859
17/3/21;miércoles;1.336.241
18/3/21;jueves;1.403.046
19/3/21;viernes;744.229
20/3/21;sábado;834.157
21/3/21;domingo;611.133
22/3/21;lunes;1.263.231
23/3/21;martes;1.304.013
24/3/21;miércoles;1.324.952
25/3/21;jueves;1.354.419
26/3/21;viernes;1.267.714
27/3/21;sábado;842.165
28/3/21;domingo;623.670
29/3/21;lunes;1.090.004
30/3/21;martes;1.114.332
31/3/21;miércoles;1.149.558
1/4/21;jueves;681.309
2/4/21;viernes;588.480
3/4/21;sábado;727.579
4/4/21;domingo;627.004
5/4/21;lunes;1.100.890
6/4/21;martes;1.302.106
7/4/21;miércoles;1.330.484
8/4/21;jueves;1.339.385
9/4/21;viernes;1.377.178
10/4/21;sábado;864.823
11/4/21;domingo;639.718
12/4/21;lunes;1.306.582
13/4/21;martes;1.319.944
14/4/21;miércoles;1.340.825
15/4/21;jueves;1.349.945
16/4/21;viernes;1.412.476
17/4/21;sábado;899.842
18/4/21;domingo;643.137
19/4/21;lunes;1.291.799
20/4/21;martes;1.317.424
21/4/21;miércoles;1.345.168
22/4/21;jueves;1.353.120
23/4/21;viernes;1.420.145
24/4/21;sábado;887.925
25/4/21;domingo;568.631
26/4/21;lunes;1.289.696
27/4/21;martes;1.324.322
28/4/21;miércoles;1.343.076
29/4/21;jueves;1.370.727
30/4/21;viernes;1.434.935
1/5/21;sábado;784.418
2/5/21;domingo;700.375
3/5/21;lunes;676.887
4/5/21;martes;1.207.497
5/5/21;miércoles;1.382.951
6/5/21;jueves;1.406.184
7/5/21;viernes;1.454.079
8/5/21;sábado;934.484
9/5/21;domingo;609.964
10/5/21;lunes;1.337.110
11/5/21;martes;1.366.367
12/5/21;miércoles;1.388.196
13/5/21;jueves;1.399.774
14/5/21;viernes;1.448.970
15/5/21;sábado;871.640
16/5/21;domingo;663.462
17/5/21;lunes;1.328.657
18/5/21;martes;1.371.402
19/5/21;miércoles;1.409.111
20/5/21;jueves;1.421.276
21/5/21;viernes;1.464.257
22/5/21;sábado;906.929
23/5/21;domingo;635.428
24/5/21;lunes;1.335.058
25/5/21;martes;1.378.828
26/5/21;miércoles;1.399.485
27/5/21;jueves;1.410.766
28/5/21;viernes;1.467.848
29/5/21;sábado;922.855
30/5/21;domingo;675.796
31/5/21;lunes;1.350.755
1/6/21;martes;1.385.800
2/6/21;miércoles;1.432.631
3/6/21;jueves;1.447.297
4/6/21;viernes;1.507.133
5/6/21;sábado;887.935
6/6/21;domingo;742.994
7/6/21;lunes;1.366.570
8/6/21;martes;1.409.811
9/6/21;miércoles;1.458.062
10/6/21;jueves;1.488.675
11/6/21;viernes;1.490.411
12/6/21;sábado;930.144
13/6/21;domingo;724.167
14/6/21;lunes;1.369.137
15/6/21;martes;1.417.019
16/6/21;miércoles;1.447.916
17/6/21;jueves;1.420.805
18/6/21;viernes;1.455.185
19/6/21;sábado;925.546
20/6/21;domingo;672.409
21/6/21;lunes;1.363.601
22/6/21;martes;1.380.156
23/6/21;miércoles;1.408.327
24/6/21;jueves;1.420.879
25/6/21;viernes;1.424.768
26/6/21;sábado;910.430
27/6/21;domingo;699.826
28/6/21;lunes;1.336.769
29/6/21;martes;1.377.062
30/6/21;miércoles;1.406.028
1/7/21;jueves;1.419.132
2/7/21;viernes;1.377.289
3/7/21;sábado;911.001
4/7/21;domingo;691.402
5/7/21;lunes;1.314.100
6/7/21;martes;1.329.222
7/7/21;miércoles;1.350.092
8/7/21;jueves;1.345.444
9/7/21;viernes;1.315.449
10/7/21;sábado;827.400
11/7/21;domingo;627.522
12/7/21;lunes;1.243.682
13/7/21;martes;1.279.103
14/7/21;miércoles;1.289.229
15/7/21;jueves;1.274.092
16/7/21;viernes;1.260.440
17/7/21;sábado;809.226
18/7/21;domingo;624.873
19/7/21;lunes;1.180.156
20/7/21;martes;1.201.312
21/7/21;miércoles;1.212.405
22/7/21;jueves;1.201.615
23/7/21;viernes;1.172.225
24/7/21;sábado;754.090
25/7/21;domingo;595.873
26/7/21;lunes;1.118.945
27/7/21;martes;1.141.699
28/7/21;miércoles;1.160.104
29/7/21;jueves;1.144.689
30/7/21;viernes;1.129.502
31/7/21;sábado;740.134
1/8/21;domingo;580.265
2/8/21;lunes;972.136
3/8/21;martes;979.476
4/8/21;miércoles;986.638
5/8/21;jueves;971.017
6/8/21;viernes;960.730
7/8/21;sábado;664.370
8/8/21;domingo;542.607
9/8/21;lunes;895.489
10/8/21;martes;911.561
11/8/21;miércoles;908.161
12/8/21;jueves;890.721
13/8/21;viernes;882.456
14/8/21;sábado;591.975
15/8/21;domingo;496.122
16/8/21;lunes;853.429
17/8/21;martes;886.411
18/8/21;miércoles;897.583
19/8/21;jueves;890.181
20/8/21;viernes;893.404
21/8/21;sábado;629.736
22/8/21;domingo;526.785
23/8/21;lunes;901.331
24/8/21;martes;933.286
25/8/21;miércoles;952.826
26/8/21;jueves;968.085
27/8/21;viernes;981.061
28/8/21;sábado;695.396
29/8/21;domingo;588.922
30/8/21;lunes;1.048.434
31/8/21;martes;1.118.508
1/9/21;miércoles;1.169.432
2/9/21;jueves;1.253.942
3/9/21;viernes;1.283.111
4/9/21;sábado;887.003
5/9/21;domingo;713.033
6/9/21;lunes;1.342.306
7/9/21;martes;1.410.219
8/9/21;miércoles;1.486.058
9/9/21;jueves;1.486.432
10/9/21;viernes;1.554.467
11/9/21;sábado;989.662
12/9/21;domingo;780.942
13/9/21;lunes;1.488.925
14/9/21;martes;1.526.256
15/9/21;miércoles;1.604.257
16/9/21;jueves;1.623.524
17/9/21;viernes;1.713.990
18/9/21;sábado;1.094.829
19/9/21;domingo;789.044
20/9/21;lunes;1.561.425
21/9/21;martes;1.638.811
22/9/21;miércoles;1.657.451
23/9/21;jueves;1.671.148
24/9/21;viernes;1.706.212
25/9/21;sábado;1.144.446
26/9/21;domingo;918.593
27/9/21;lunes;1.604.276
28/9/21;martes;1.668.444
29/9/21;miércoles;1.692.513
30/9/21;jueves;1.753.716
1/10/21;viernes;1.827.392
2/10/21;sábado;1.192.814
3/10/21;domingo;743.715
4/10/21;lunes;1.728.231
5/10/21;martes;1.792.689
6/10/21;miércoles;1.799.435
7/10/21;jueves;1.843.927
8/10/21;viernes;1.865.046
9/10/21;sábado;1.154.149
10/10/21;domingo;909.222
11/10/21;lunes;1.426.086
12/10/21;martes;936.151
13/10/21;miércoles;1.753.195
14/10/21;jueves;1.781.831
15/10/21;viernes;1.855.026
16/10/21;sábado;1.122.602
17/10/21;domingo;820.836
18/10/21;lunes;1.726.650
19/10/21;martes;1.828.873
20/10/21;miércoles;1.821.753
21/10/21;jueves;1.837.288
22/10/21;viernes;1.926.295
23/10/21;sábado;1.182.761
24/10/21;domingo;902.773
25/10/21;lunes;1.748.405
26/10/21;martes;1.807.052
27/10/21;miércoles;1.861.593
28/10/21;jueves;1.874.169
29/10/21;viernes;1.914.764
30/10/21;sábado;1.172.994
31/10/21;domingo;1.044.574
1/11/21;lunes;828.985
2/11/21;martes;1.814.503
3/11/21;miércoles;1.886.292
4/11/21;jueves;1.897.711
5/11/21;viernes;1.966.789
6/11/21;sábado;1.223.247
7/11/21;domingo;866.812
8/11/21;lunes;1.683.080
9/11/21;martes;1.002.077
10/11/21;miércoles;1.871.668
11/11/21;jueves;1.896.963
12/11/21;viernes;1.960.732
13/11/21;sábado;1.259.252
14/11/21;domingo;915.756
15/11/21;lunes;1.780.418
16/11/21;martes;1.853.922
17/11/21;miércoles;1.892.598
18/11/21;jueves;1.906.227
19/11/21;viernes;1.975.246
20/11/21;sábado;1.229.420
21/11/21;domingo;873.151
22/11/21;lunes;1.801.519
23/11/21;martes;1.856.527
24/11/21;miércoles;1.946.439
25/11/21;jueves;1.946.450
26/11/21;viernes;2.093.606
27/11/21;sábado;1.379.040
28/11/21;domingo;988.795
29/11/21;lunes;1.832.276
30/11/21;martes;1.898.933
1/12/21;miércoles;1.945.507
2/12/21;jueves;1.940.653
3/12/21;viernes;1.975.640
4/12/21;sábado;1.295.051
5/12/21;domingo;1.130.519
6/12/21;lunes;1.087.150
7/12/21;martes;1.480.643
8/12/21;miércoles;909.094
9/12/21;jueves;1.832.734
10/12/21;viernes;1.944.155
11/12/21;sábado;1.336.916
12/12/21;domingo;961.209
13/12/21;lunes;1.796.669
14/12/21;martes;1.851.938
15/12/21;miércoles;1.868.697
16/12/21;jueves;1.869.975
17/12/21;viernes;1.936.112
18/12/21;sábado;1.304.250
19/12/21;domingo;963.084
20/12/21;lunes;1.677.640
21/12/21;martes;1.655.981
22/12/21;miércoles;1.584.645
23/12/21;jueves;1.357.496
24/12/21;viernes;748.566
25/12/21;sábado;391.310
26/12/21;domingo;659.921
27/12/21;lunes;1.223.408
28/12/21;martes;1.243.553
29/12/21;miércoles;1.258.557
30/12/21;jueves;1.231.547
31/12/21;viernes;824.900
1/1/22;sábado;462.810
2/1/22;domingo;771.452
3/1/22;lunes;1.215.838
4/1/22;martes;1.229.268
5/1/22;miércoles;1.247.284
6/1/22;jueves;584.018
7/1/22;viernes;1.216.316
8/1/22;sábado;935.327
9/1/22;domingo;696.151
10/1/22;lunes;1.459.925
11/1/22;martes;1.484.618
12/1/22;miércoles;1.526.986
13/1/22;jueves;1.532.587
14/1/22;viernes;1.623.135
15/1/22;sábado;1.023.334
16/1/22;domingo;737.797
17/1/22;lunes;1.526.738
18/1/22;martes;1.568.980
19/1/22;miércoles;1.593.770
20/1/22;jueves;1.626.209
21/1/22;viernes;1.709.957
22/1/22;sábado;1.120.905
23/1/22;domingo;809.856
24/1/22;lunes;1.590.679
25/1/22;martes;1.629.201
26/1/22;miércoles;1.667.265
27/1/22;jueves;1.692.908
28/1/22;viernes;1.726.192
29/1/22;sábado;1.152.896
30/1/22;domingo;843.258
31/1/22;lunes;1.658.084
1/2/22;martes;1.733.921
2/2/22;miércoles;1.777.276
3/2/22;jueves;1.784.489
4/2/22;viernes;1.855.350
5/2/22;sábado;1.201.754
6/2/22;domingo;884.603
7/2/22;lunes;1.717.964
8/2/22;martes;1.781.289
9/2/22;miércoles;1.811.264
10/2/22;jueves;1.824.840
11/2/22;viernes;1.851.245
12/2/22;sábado;1.191.748
13/2/22;domingo;876.767
14/2/22;lunes;1.814.637
15/2/22;martes;1.823.785
16/2/22;miércoles;1.874.874
17/2/22;jueves;1.859.256
18/2/22;viernes;1.924.586
19/2/22;sábado;1.211.741
20/2/22;domingo;908.705
21/2/22;lunes;1.767.839
22/2/22;martes;1.849.255
23/2/22;miércoles;1.929.342
24/2/22;jueves;1.923.870
25/2/22;viernes;1.760.900
26/2/22;sábado;1.209.519
27/2/22;domingo;978.275
28/2/22;lunes;1.682.724
1/3/22;martes;1.879.556
2/3/22;miércoles;1.916.782
3/3/22;jueves;1.921.932
4/3/22;viernes;2.000.417
5/3/22;sábado;1.316.800
6/3/22;domingo;934.467
7/3/22;lunes;1.824.495
8/3/22;martes;1.957.443
9/3/22;miércoles;1.979.708
10/3/22;jueves;1.953.673
11/3/22;viernes;2.017.924
12/3/22;sábado;1.312.236
13/3/22;domingo;932.016
14/3/22;lunes;1.776.269
15/3/22;martes;1.859.321
16/3/22;miércoles;1.880.659
17/3/22;jueves;1.924.301
18/3/22;viernes;1.961.555
19/3/22;sábado;1.210.512
20/3/22;domingo;976.854
21/3/22;lunes;1.820.197
22/3/22;martes;1.890.545
23/3/22;miércoles;1.924.882
24/3/22;jueves;1.933.565
25/3/22;viernes;2.001.798
26/3/22;sábado;1.257.393
27/3/22;domingo;890.545
28/3/22;lunes;1.815.405
29/3/22;martes;1.896.777
30/3/22;miércoles;1.914.170
31/3/22;jueves;1.961.921
1/4/22;viernes;2.046.149
2/4/22;sábado;1.338.557
3/4/22;domingo;972.588
4/4/22;lunes;1.855.012
5/4/22;martes;1.932.347
6/4/22;miércoles;1.959.321
7/4/22;jueves;2.014.682
8/4/22;viernes;1.795.314
9/4/22;sábado;1.178.811
10/4/22;domingo;936.196
11/4/22;lunes;1.446.512
12/4/22;martes;1.473.356
13/4/22;miércoles;1.459.898
14/4/22;jueves;928.773
15/4/22;viernes;916.560
16/4/22;sábado;954.743
17/4/22;domingo;866.621
18/4/22;lunes;1.475.879
19/4/22;martes;1.848.191
20/4/22;miércoles;1.917.170
21/4/22;jueves;1.958.254
22/4/22;viernes;1.996.209
23/4/22;sábado;1.239.888
24/4/22;domingo;1.076.262
25/4/22;lunes;1.872.050
26/4/22;martes;1.938.443
27/4/22;miércoles;1.938.757
28/4/22;jueves;1.955.923
29/4/22;viernes;1.964.593
30/4/22;sábado;1.271.650
1/5/22;domingo;985.507
2/5/22;lunes;834.814
3/5/22;martes;1.895.042
4/5/22;miércoles;2.024.859
5/5/22;jueves;1.975.871
6/5/22;viernes;2.030.679
7/5/22;sábado;1.301.644
8/5/22;domingo;1.040.697
9/5/22;lunes;1.844.744
10/5/22;martes;1.911.823
11/5/22;miércoles;1.940.803
12/5/22;jueves;1.958.931
13/5/22;viernes;1.970.480
14/5/22;sábado;1.254.586
15/5/22;domingo;1.118.474
16/5/22;lunes;966.107
